sku,sale_date,units_sold,revenue
blade-thin-sliced,2025-01-31,93.89,2346.31
pork-belly-thin-cut,2025-01-31,76.28,990.88
wagyu-flatiron-thin,2025-01-31,7.96,525.28
tomahawk-steak,2025-01-31,6.0,577.39
tenderloin-steak,2025-01-31,3.69,243.5
brisket-whole-trimmed,2025-01-31,17.81,338.21
eye-of-round-roast,2025-01-31,20.19,403.6
beef-stew-meat,2025-01-31,29.57,502.39
skirt-steak,2025-01-31,9.67,377.03
osso-buco,2025-01-31,6.95,125.03
ground-beef-medium,2025-01-31,122.81,1718.11
pork-chops-bnls,2025-01-31,56.71,850.08
pulled-pork-roast,2025-01-31,22.63,248.7
chuck-roast,2025-02-01,40.95,961.92
striploin-steak-bnls,2025-02-01,65.85,2830.89
ribeye-steak-bnls,2025-02-01,22.84,1141.77
short-ribs-simmering,2025-02-01,75.52,3397.64
top-sirloin-steak-cr,2025-02-01,40.75,1385.09
flank-steak,2025-02-01,18.6,669.41
blade-thin-sliced,2025-02-01,197.33,4931.28
pork-belly-thin-cut,2025-02-01,154.15,2002.41
wagyu-flatiron-thin,2025-02-01,15.46,1020.21
tomahawk-steak,2025-02-01,10.0,962.33
tenderloin-steak,2025-02-01,5.97,393.96
brisket-whole-trimmed,2025-02-01,26.98,512.35
eye-of-round-roast,2025-02-01,29.91,597.9
beef-stew-meat,2025-02-01,31.15,529.24
skirt-steak,2025-02-01,17.36,676.87
osso-buco,2025-02-01,16.86,303.31
ground-beef-medium,2025-02-01,169.19,2366.97
pork-chops-bnls,2025-02-01,72.08,1080.48
pulled-pork-roast,2025-02-01,40.97,450.26
chuck-roast,2025-02-02,59.03,1386.61
striploin-steak-bnls,2025-02-02,57.36,2465.91
ribeye-steak-bnls,2025-02-02,22.8,1139.77
short-ribs-simmering,2025-02-02,104.56,4704.15
top-sirloin-steak-cr,2025-02-02,32.7,1111.47
flank-steak,2025-02-02,18.99,683.45
blade-thin-sliced,2025-02-02,159.89,3995.65
pork-belly-thin-cut,2025-02-02,124.77,1620.76
wagyu-flatiron-thin,2025-02-02,17.56,1158.78
tomahawk-steak,2025-02-02,9.0,866.09
tenderloin-steak,2025-02-02,6.44,424.98
brisket-whole-trimmed,2025-02-02,32.95,625.72
eye-of-round-roast,2025-02-02,28.92,578.11
beef-stew-meat,2025-02-02,41.24,700.67
skirt-steak,2025-02-02,14.78,576.27
osso-buco,2025-02-02,12.31,221.46
ground-beef-medium,2025-02-02,207.77,2906.7
pork-chops-bnls,2025-02-02,87.28,1308.33
pulled-pork-roast,2025-02-02,42.03,461.91
chuck-roast,2025-02-03,28.95,680.04
striploin-steak-bnls,2025-02-03,47.2,2029.13
ribeye-steak-bnls,2025-02-03,11.73,586.38
short-ribs-simmering,2025-02-03,63.73,2867.21
top-sirloin-steak-cr,2025-02-03,18.67,634.59
flank-steak,2025-02-03,14.01,504.22
blade-thin-sliced,2025-02-03,96.46,2410.54
pork-belly-thin-cut,2025-02-03,75.94,986.46
wagyu-flatiron-thin,2025-02-03,9.64,636.14
tomahawk-steak,2025-02-03,6.0,577.39
tenderloin-steak,2025-02-03,3.29,217.11
brisket-whole-trimmed,2025-02-03,21.06,399.93
eye-of-round-roast,2025-02-03,20.99,419.59
beef-stew-meat,2025-02-03,26.66,452.95
skirt-steak,2025-02-03,9.14,356.37
osso-buco,2025-02-03,6.58,118.37
ground-beef-medium,2025-02-03,140.48,1965.32
pork-chops-bnls,2025-02-03,49.83,746.95
pulled-pork-roast,2025-02-03,21.07,231.56
chuck-roast,2025-02-04,41.68,979.06
striploin-steak-bnls,2025-02-04,39.08,1680.05
ribeye-steak-bnls,2025-02-04,9.95,497.4
short-ribs-simmering,2025-02-04,75.13,3380.1
top-sirloin-steak-cr,2025-02-04,30.02,1020.38
flank-steak,2025-02-04,12.65,455.27
blade-thin-sliced,2025-02-04,84.27,2105.91
pork-belly-thin-cut,2025-02-04,85.3,1108.05
wagyu-flatiron-thin,2025-02-04,8.55,564.21
tomahawk-steak,2025-02-04,6.0,577.39
tenderloin-steak,2025-02-04,3.1,204.57
brisket-whole-trimmed,2025-02-04,18.98,360.43
eye-of-round-roast,2025-02-04,23.56,470.96
beef-stew-meat,2025-02-04,22.21,377.35
skirt-steak,2025-02-04,9.62,375.08
osso-buco,2025-02-04,9.05,162.81
ground-beef-medium,2025-02-04,135.54,1896.2
pork-chops-bnls,2025-02-04,51.01,764.64
pulled-pork-roast,2025-02-04,21.76,239.14
chuck-roast,2025-02-05,38.11,895.2
striploin-steak-bnls,2025-02-05,35.99,1547.21
ribeye-steak-bnls,2025-02-05,13.54,676.86
short-ribs-simmering,2025-02-05,59.14,2660.71
top-sirloin-steak-cr,2025-02-05,27.6,938.12
flank-steak,2025-02-05,13.0,467.87
blade-thin-sliced,2025-02-05,129.67,3240.45
pork-belly-thin-cut,2025-02-05,77.58,1007.76
wagyu-flatiron-thin,2025-02-05,9.5,626.9
tomahawk-steak,2025-02-05,6.0,577.39
tenderloin-steak,2025-02-05,3.19,210.51
brisket-whole-trimmed,2025-02-05,18.08,343.34
eye-of-round-roast,2025-02-05,25.58,511.34
beef-stew-meat,2025-02-05,25.55,434.09
skirt-steak,2025-02-05,7.23,281.9
osso-buco,2025-02-05,7.07,127.19
ground-beef-medium,2025-02-05,119.2,1667.61
pork-chops-bnls,2025-02-05,50.98,764.19
pulled-pork-roast,2025-02-05,21.92,240.9
chuck-roast,2025-02-06,28.88,678.39
striploin-steak-bnls,2025-02-06,36.49,1568.71
ribeye-steak-bnls,2025-02-06,14.07,703.36
short-ribs-simmering,2025-02-06,58.21,2618.87
top-sirloin-steak-cr,2025-02-06,16.29,553.7
flank-steak,2025-02-06,14.58,524.73
blade-thin-sliced,2025-02-06,109.74,2742.4
pork-belly-thin-cut,2025-02-06,81.28,1055.83
wagyu-flatiron-thin,2025-02-06,7.56,498.88
tomahawk-steak,2025-02-06,7.0,673.63
tenderloin-steak,2025-02-06,3.69,243.5
brisket-whole-trimmed,2025-02-06,23.54,447.02
eye-of-round-roast,2025-02-06,23.27,465.17
beef-stew-meat,2025-02-06,27.82,472.66
skirt-steak,2025-02-06,8.68,338.43
osso-buco,2025-02-06,7.81,140.5
ground-beef-medium,2025-02-06,143.09,2001.83
pork-chops-bnls,2025-02-06,61.69,924.73
pulled-pork-roast,2025-02-06,20.79,228.48
chuck-roast,2025-02-07,33.61,789.5
striploin-steak-bnls,2025-02-07,41.8,1796.98
ribeye-steak-bnls,2025-02-07,14.6,729.85
short-ribs-simmering,2025-02-07,74.12,3334.66
top-sirloin-steak-cr,2025-02-07,20.95,712.09
flank-steak,2025-02-07,12.62,454.19
blade-thin-sliced,2025-02-07,110.29,2756.15
pork-belly-thin-cut,2025-02-07,85.96,1116.62
wagyu-flatiron-thin,2025-02-07,9.92,654.62
tomahawk-steak,2025-02-07,5.0,481.16
tenderloin-steak,2025-02-07,3.21,211.83
brisket-whole-trimmed,2025-02-07,16.12,306.12
eye-of-round-roast,2025-02-07,16.77,335.23
beef-stew-meat,2025-02-07,23.67,402.15
skirt-steak,2025-02-07,7.93,309.19
osso-buco,2025-02-07,6.91,124.31
ground-beef-medium,2025-02-07,151.69,2122.14
pork-chops-bnls,2025-02-07,51.58,773.18
pulled-pork-roast,2025-02-07,19.56,214.96
chuck-roast,2025-02-08,48.36,1135.98
striploin-steak-bnls,2025-02-08,75.27,3235.86
ribeye-steak-bnls,2025-02-08,19.69,984.3
short-ribs-simmering,2025-02-08,75.42,3393.15
top-sirloin-steak-cr,2025-02-08,42.59,1447.63
flank-steak,2025-02-08,21.55,775.58
blade-thin-sliced,2025-02-08,181.73,4541.43
pork-belly-thin-cut,2025-02-08,132.57,1722.08
wagyu-flatiron-thin,2025-02-08,17.33,1143.61
tomahawk-steak,2025-02-08,8.0,769.86
tenderloin-steak,2025-02-08,7.96,525.28
brisket-whole-trimmed,2025-02-08,30.21,573.69
eye-of-round-roast,2025-02-08,26.79,535.53
beef-stew-meat,2025-02-08,29.37,499.0
skirt-steak,2025-02-08,17.3,674.53
osso-buco,2025-02-08,12.73,229.01
ground-beef-medium,2025-02-08,172.34,2411.04
pork-chops-bnls,2025-02-08,78.76,1180.61
pulled-pork-roast,2025-02-08,45.59,501.03
chuck-roast,2025-02-09,37.07,870.77
striploin-steak-bnls,2025-02-09,55.51,2386.37
ribeye-steak-bnls,2025-02-09,19.82,990.8
short-ribs-simmering,2025-02-09,100.15,4505.75
top-sirloin-steak-cr,2025-02-09,41.2,1400.39
flank-steak,2025-02-09,24.26,873.12
blade-thin-sliced,2025-02-09,146.76,3667.53
pork-belly-thin-cut,2025-02-09,116.15,1508.79
wagyu-flatiron-thin,2025-02-09,16.81,1109.29
tomahawk-steak,2025-02-09,9.0,866.09
tenderloin-steak,2025-02-09,8.51,561.57
brisket-whole-trimmed,2025-02-09,30.3,575.4
eye-of-round-roast,2025-02-09,32.03,640.28
beef-stew-meat,2025-02-09,36.09,613.17
skirt-steak,2025-02-09,17.49,681.94
osso-buco,2025-02-09,14.62,263.01
ground-beef-medium,2025-02-09,160.46,2244.84
pork-chops-bnls,2025-02-09,60.9,912.89
pulled-pork-roast,2025-02-09,44.9,493.45
chuck-roast,2025-02-10,40.81,958.63
striploin-steak-bnls,2025-02-10,39.18,1684.35
ribeye-steak-bnls,2025-02-10,10.63,531.39
short-ribs-simmering,2025-02-10,62.7,2820.87
top-sirloin-steak-cr,2025-02-10,24.74,840.91
flank-steak,2025-02-10,16.46,592.4
blade-thin-sliced,2025-02-10,112.99,2823.62
pork-belly-thin-cut,2025-02-10,84.67,1099.86
wagyu-flatiron-thin,2025-02-10,7.96,525.28
tomahawk-steak,2025-02-10,6.0,577.39
tenderloin-steak,2025-02-10,3.42,225.69
brisket-whole-trimmed,2025-02-10,15.68,297.76
eye-of-round-roast,2025-02-10,28.27,565.12
beef-stew-meat,2025-02-10,32.88,558.63
skirt-steak,2025-02-10,10.14,395.36
osso-buco,2025-02-10,6.34,114.06
ground-beef-medium,2025-02-10,147.08,2057.65
pork-chops-bnls,2025-02-10,57.34,859.53
pulled-pork-roast,2025-02-10,23.33,256.4
chuck-roast,2025-02-11,41.12,965.91
striploin-steak-bnls,2025-02-11,47.76,2053.2
ribeye-steak-bnls,2025-02-11,14.51,725.35
short-ribs-simmering,2025-02-11,66.87,3008.48
top-sirloin-steak-cr,2025-02-11,23.05,783.47
flank-steak,2025-02-11,10.73,386.17
blade-thin-sliced,2025-02-11,107.3,2681.43
pork-belly-thin-cut,2025-02-11,82.83,1075.96
wagyu-flatiron-thin,2025-02-11,7.6,501.52
tomahawk-steak,2025-02-11,7.0,673.63
tenderloin-steak,2025-02-11,4.35,287.06
brisket-whole-trimmed,2025-02-11,20.83,395.56
eye-of-round-roast,2025-02-11,22.82,456.17
beef-stew-meat,2025-02-11,31.21,530.26
skirt-steak,2025-02-11,8.87,345.84
osso-buco,2025-02-11,7.26,130.61
ground-beef-medium,2025-02-11,116.51,1629.97
pork-chops-bnls,2025-02-11,55.7,834.94
pulled-pork-roast,2025-02-11,22.29,244.97
chuck-roast,2025-02-12,30.3,711.75
striploin-steak-bnls,2025-02-12,43.99,1891.13
ribeye-steak-bnls,2025-02-12,13.15,657.37
short-ribs-simmering,2025-02-12,76.82,3456.13
top-sirloin-steak-cr,2025-02-12,24.63,837.17
flank-steak,2025-02-12,13.3,478.67
blade-thin-sliced,2025-02-12,109.44,2734.91
pork-belly-thin-cut,2025-02-12,88.99,1155.98
wagyu-flatiron-thin,2025-02-12,8.64,570.15
tomahawk-steak,2025-02-12,5.0,481.16
tenderloin-steak,2025-02-12,3.48,229.65
brisket-whole-trimmed,2025-02-12,16.19,307.45
eye-of-round-roast,2025-02-12,19.06,381.01
beef-stew-meat,2025-02-12,28.23,479.63
skirt-steak,2025-02-12,9.28,361.83
osso-buco,2025-02-12,5.72,102.9
ground-beef-medium,2025-02-12,130.85,1830.59
pork-chops-bnls,2025-02-12,59.83,896.85
pulled-pork-roast,2025-02-12,25.12,276.07
chuck-roast,2025-02-13,40.03,940.3
striploin-steak-bnls,2025-02-13,44.47,1911.77
ribeye-steak-bnls,2025-02-13,12.0,599.88
short-ribs-simmering,2025-02-13,54.44,2449.26
top-sirloin-steak-cr,2025-02-13,23.06,783.81
flank-steak,2025-02-13,13.89,499.9
blade-thin-sliced,2025-02-13,123.9,3096.26
pork-belly-thin-cut,2025-02-13,100.97,1311.6
wagyu-flatiron-thin,2025-02-13,8.71,574.77
tomahawk-steak,2025-02-13,5.0,481.16
tenderloin-steak,2025-02-13,3.41,225.03
brisket-whole-trimmed,2025-02-13,18.17,345.05
eye-of-round-roast,2025-02-13,21.6,431.78
beef-stew-meat,2025-02-13,24.78,421.01
skirt-steak,2025-02-13,9.12,355.59
osso-buco,2025-02-13,6.67,119.99
ground-beef-medium,2025-02-13,123.18,1723.29
pork-chops-bnls,2025-02-13,55.13,826.4
pulled-pork-roast,2025-02-13,21.09,231.78
chuck-roast,2025-02-14,61.98,1455.91
striploin-steak-bnls,2025-02-14,77.74,3342.04
ribeye-steak-bnls,2025-02-14,19.7,984.8
short-ribs-simmering,2025-02-14,99.45,4474.26
top-sirloin-steak-cr,2025-02-14,44.68,1518.67
flank-steak,2025-02-14,19.64,706.84
blade-thin-sliced,2025-02-14,140.21,3503.85
pork-belly-thin-cut,2025-02-14,120.45,1564.65
wagyu-flatiron-thin,2025-02-14,15.1,996.45
tomahawk-steak,2025-02-14,10.0,962.33
tenderloin-steak,2025-02-14,5.94,391.98
brisket-whole-trimmed,2025-02-14,34.8,660.85
eye-of-round-roast,2025-02-14,27.33,546.33
beef-stew-meat,2025-02-14,47.34,804.31
skirt-steak,2025-02-14,18.14,707.28
osso-buco,2025-02-14,10.52,189.25
ground-beef-medium,2025-02-14,215.71,3017.78
pork-chops-bnls,2025-02-14,82.52,1236.97
pulled-pork-roast,2025-02-14,33.81,371.57
chuck-roast,2025-02-15,79.6,1869.8
striploin-steak-bnls,2025-02-15,133.87,5755.07
ribeye-steak-bnls,2025-02-15,46.87,2343.03
short-ribs-simmering,2025-02-15,137.34,6178.93
top-sirloin-steak-cr,2025-02-15,85.04,2890.51
flank-steak,2025-02-15,37.78,1359.7
blade-thin-sliced,2025-02-15,352.64,8812.47
pork-belly-thin-cut,2025-02-15,223.23,2899.76
wagyu-flatiron-thin,2025-02-15,27.52,1816.04
tomahawk-steak,2025-02-15,16.0,1539.72
tenderloin-steak,2025-02-15,19.81,1307.26
brisket-whole-trimmed,2025-02-15,58.31,1107.31
eye-of-round-roast,2025-02-15,48.4,967.52
beef-stew-meat,2025-02-15,67.59,1148.35
skirt-steak,2025-02-15,25.94,1011.4
osso-buco,2025-02-15,21.29,383.01
ground-beef-medium,2025-02-15,369.07,5163.29
pork-chops-bnls,2025-02-15,135.94,2037.74
pulled-pork-roast,2025-02-15,70.01,769.41
chuck-roast,2025-02-16,82.91,1947.56
striploin-steak-bnls,2025-02-16,117.5,5051.32
ribeye-steak-bnls,2025-02-16,39.58,1978.6
short-ribs-simmering,2025-02-16,113.41,5102.32
top-sirloin-steak-cr,2025-02-16,73.34,2492.83
flank-steak,2025-02-16,33.45,1203.87
blade-thin-sliced,2025-02-16,240.64,6013.59
pork-belly-thin-cut,2025-02-16,224.16,2911.84
wagyu-flatiron-thin,2025-02-16,27.36,1805.49
tomahawk-steak,2025-02-16,14.0,1347.26
tenderloin-steak,2025-02-16,14.96,987.21
brisket-whole-trimmed,2025-02-16,44.86,851.89
eye-of-round-roast,2025-02-16,50.17,1002.9
beef-stew-meat,2025-02-16,56.13,953.65
skirt-steak,2025-02-16,26.94,1050.39
osso-buco,2025-02-16,23.34,419.89
ground-beef-medium,2025-02-16,293.49,4105.93
pork-chops-bnls,2025-02-16,147.69,2213.87
pulled-pork-roast,2025-02-16,68.23,749.85
chuck-roast,2025-02-18,28.24,663.36
striploin-steak-bnls,2025-02-18,35.02,1505.51
ribeye-steak-bnls,2025-02-18,13.26,662.87
short-ribs-simmering,2025-02-18,60.35,2715.15
top-sirloin-steak-cr,2025-02-18,21.86,743.02
flank-steak,2025-02-18,13.23,476.15
blade-thin-sliced,2025-02-18,109.13,2727.16
pork-belly-thin-cut,2025-02-18,99.14,1287.83
wagyu-flatiron-thin,2025-02-18,7.75,511.42
tomahawk-steak,2025-02-18,5.0,481.16
tenderloin-steak,2025-02-18,3.11,205.23
brisket-whole-trimmed,2025-02-18,18.33,348.09
eye-of-round-roast,2025-02-18,25.68,513.34
beef-stew-meat,2025-02-18,25.22,428.49
skirt-steak,2025-02-18,6.56,255.77
osso-buco,2025-02-18,5.78,103.98
ground-beef-medium,2025-02-18,120.2,1681.6
pork-chops-bnls,2025-02-18,49.69,744.85
pulled-pork-roast,2025-02-18,21.08,231.67
chuck-roast,2025-02-19,35.57,835.54
striploin-steak-bnls,2025-02-19,42.64,1833.09
ribeye-steak-bnls,2025-02-19,15.05,752.35
short-ribs-simmering,2025-02-19,57.15,2571.18
top-sirloin-steak-cr,2025-02-19,19.96,678.44
flank-steak,2025-02-19,14.06,506.02
blade-thin-sliced,2025-02-19,88.41,2209.37
pork-belly-thin-cut,2025-02-19,92.75,1204.82
wagyu-flatiron-thin,2025-02-19,8.96,591.27
tomahawk-steak,2025-02-19,6.0,577.39
tenderloin-steak,2025-02-19,4.28,282.44
brisket-whole-trimmed,2025-02-19,16.44,312.2
eye-of-round-roast,2025-02-19,28.31,565.92
beef-stew-meat,2025-02-19,25.85,439.19
skirt-steak,2025-02-19,7.6,296.32
osso-buco,2025-02-19,7.14,128.45
ground-beef-medium,2025-02-19,116.75,1633.33
pork-chops-bnls,2025-02-19,48.55,727.76
pulled-pork-roast,2025-02-19,23.21,255.08
chuck-roast,2025-02-20,37.84,888.86
striploin-steak-bnls,2025-02-20,41.09,1766.46
ribeye-steak-bnls,2025-02-20,14.94,746.85
short-ribs-simmering,2025-02-20,71.16,3201.49
top-sirloin-steak-cr,2025-02-20,26.28,893.26
flank-steak,2025-02-20,14.15,509.26
blade-thin-sliced,2025-02-20,125.04,3124.75
pork-belly-thin-cut,2025-02-20,70.69,918.26
wagyu-flatiron-thin,2025-02-20,8.52,562.23
tomahawk-steak,2025-02-20,5.0,481.16
tenderloin-steak,2025-02-20,3.59,236.9
brisket-whole-trimmed,2025-02-20,16.54,314.09
eye-of-round-roast,2025-02-20,21.7,433.78
beef-stew-meat,2025-02-20,33.26,565.09
skirt-steak,2025-02-20,8.67,338.04
osso-buco,2025-02-20,7.44,133.85
ground-beef-medium,2025-02-20,129.15,1806.81
pork-chops-bnls,2025-02-20,53.6,803.46
pulled-pork-roast,2025-02-20,22.15,243.43
chuck-roast,2025-02-21,37.36,877.59
striploin-steak-bnls,2025-02-21,50.88,2187.33
ribeye-steak-bnls,2025-02-21,16.17,808.34
short-ribs-simmering,2025-02-21,64.3,2892.86
top-sirloin-steak-cr,2025-02-21,23.75,807.26
flank-steak,2025-02-21,11.57,416.4
blade-thin-sliced,2025-02-21,105.12,2626.95
pork-belly-thin-cut,2025-02-21,99.06,1286.79
wagyu-flatiron-thin,2025-02-21,9.82,648.02
tomahawk-steak,2025-02-21,6.0,577.39
tenderloin-steak,2025-02-21,3.94,260.0
brisket-whole-trimmed,2025-02-21,18.77,356.44
eye-of-round-roast,2025-02-21,25.55,510.74
beef-stew-meat,2025-02-21,27.49,467.06
skirt-steak,2025-02-21,8.48,330.64
osso-buco,2025-02-21,7.37,132.59
ground-beef-medium,2025-02-21,93.53,1308.48
pork-chops-bnls,2025-02-21,55.6,833.44
pulled-pork-roast,2025-02-21,14.31,157.27
chuck-roast,2025-02-22,39.62,930.67
striploin-steak-bnls,2025-02-22,70.08,3012.74
ribeye-steak-bnls,2025-02-22,23.43,1171.27
short-ribs-simmering,2025-02-22,73.18,3292.37
top-sirloin-steak-cr,2025-02-22,36.58,1243.35
flank-steak,2025-02-22,26.07,938.26
blade-thin-sliced,2025-02-22,158.74,3966.91
pork-belly-thin-cut,2025-02-22,173.63,2255.45
wagyu-flatiron-thin,2025-02-22,15.93,1051.22
tomahawk-steak,2025-02-22,10.0,962.33
tenderloin-steak,2025-02-22,9.67,638.12
brisket-whole-trimmed,2025-02-22,31.47,597.62
eye-of-round-roast,2025-02-22,27.48,549.33
beef-stew-meat,2025-02-22,34.95,593.8
skirt-steak,2025-02-22,15.87,618.77
osso-buco,2025-02-22,11.28,202.93
ground-beef-medium,2025-02-22,188.88,2642.43
pork-chops-bnls,2025-02-22,72.9,1092.77
pulled-pork-roast,2025-02-22,44.49,488.95
chuck-roast,2025-02-23,48.89,1148.43
striploin-steak-bnls,2025-02-23,64.18,2759.1
ribeye-steak-bnls,2025-02-23,21.85,1092.28
short-ribs-simmering,2025-02-23,86.37,3885.79
top-sirloin-steak-cr,2025-02-23,42.88,1457.49
flank-steak,2025-02-23,19.64,706.84
blade-thin-sliced,2025-02-23,148.5,3711.01
pork-belly-thin-cut,2025-02-23,151.53,1968.37
wagyu-flatiron-thin,2025-02-23,15.17,1001.07
tomahawk-steak,2025-02-23,8.0,769.86
tenderloin-steak,2025-02-23,8.4,554.32
brisket-whole-trimmed,2025-02-23,32.75,621.92
eye-of-round-roast,2025-02-23,25.8,515.74
beef-stew-meat,2025-02-23,36.39,618.27
skirt-steak,2025-02-23,17.4,678.43
osso-buco,2025-02-23,13.89,249.88
ground-beef-medium,2025-02-23,210.04,2938.46
pork-chops-bnls,2025-02-23,67.36,1009.73
pulled-pork-roast,2025-02-23,41.44,455.43
chuck-roast,2025-02-24,34.15,802.18
striploin-steak-bnls,2025-02-24,41.78,1796.12
ribeye-steak-bnls,2025-02-24,14.74,736.85
short-ribs-simmering,2025-02-24,73.96,3327.46
top-sirloin-steak-cr,2025-02-24,27.43,932.35
flank-steak,2025-02-24,15.54,559.28
blade-thin-sliced,2025-02-24,104.84,2619.95
pork-belly-thin-cut,2025-02-24,92.34,1199.5
wagyu-flatiron-thin,2025-02-24,9.7,640.1
tomahawk-steak,2025-02-24,6.0,577.39
tenderloin-steak,2025-02-24,3.6,237.56
brisket-whole-trimmed,2025-02-24,19.54,371.06
eye-of-round-roast,2025-02-24,21.97,439.18
beef-stew-meat,2025-02-24,24.34,413.54
skirt-steak,2025-02-24,8.42,328.3
osso-buco,2025-02-24,7.64,137.44
ground-beef-medium,2025-02-24,132.83,1858.29
pork-chops-bnls,2025-02-24,55.32,829.25
pulled-pork-roast,2025-02-24,23.98,263.54
chuck-roast,2025-02-25,33.86,795.37
striploin-steak-bnls,2025-02-25,48.45,2082.87
ribeye-steak-bnls,2025-02-25,13.89,694.36
short-ribs-simmering,2025-02-25,53.46,2405.17
top-sirloin-steak-cr,2025-02-25,26.3,893.94
flank-steak,2025-02-25,12.51,450.23
blade-thin-sliced,2025-02-25,87.15,2177.88
pork-belly-thin-cut,2025-02-25,78.12,1014.78
wagyu-flatiron-thin,2025-02-25,7.83,516.7
tomahawk-steak,2025-02-25,6.0,577.39
tenderloin-steak,2025-02-25,3.43,226.35
brisket-whole-trimmed,2025-02-25,17.01,323.02
eye-of-round-roast,2025-02-25,23.83,476.36
beef-stew-meat,2025-02-25,27.66,469.94
skirt-steak,2025-02-25,9.19,358.32
osso-buco,2025-02-25,7.44,133.85
ground-beef-medium,2025-02-25,142.94,1999.73
pork-chops-bnls,2025-02-25,41.28,618.79
pulled-pork-roast,2025-02-25,21.19,232.88
chuck-roast,2025-02-26,27.28,640.81
striploin-steak-bnls,2025-02-26,44.45,1910.91
ribeye-steak-bnls,2025-02-26,13.27,663.37
short-ribs-simmering,2025-02-26,70.22,3159.2
top-sirloin-steak-cr,2025-02-26,25.51,867.08
flank-steak,2025-02-26,13.6,489.46
blade-thin-sliced,2025-02-26,100.06,2500.5
pork-belly-thin-cut,2025-02-26,93.81,1218.59
wagyu-flatiron-thin,2025-02-26,8.31,548.38
tomahawk-steak,2025-02-26,6.0,577.39
tenderloin-steak,2025-02-26,3.98,262.64
brisket-whole-trimmed,2025-02-26,16.56,314.47
eye-of-round-roast,2025-02-26,24.37,487.16
beef-stew-meat,2025-02-26,28.8,489.31
skirt-steak,2025-02-26,7.9,308.02
osso-buco,2025-02-26,7.96,143.2
ground-beef-medium,2025-02-26,144.35,2019.46
pork-chops-bnls,2025-02-26,53.77,806.01
pulled-pork-roast,2025-02-26,20.2,222.0
chuck-roast,2025-02-27,31.95,750.51
striploin-steak-bnls,2025-02-27,41.51,1784.51
ribeye-steak-bnls,2025-02-27,14.17,708.36
short-ribs-simmering,2025-02-27,55.28,2487.05
top-sirloin-steak-cr,2025-02-27,23.32,792.65
flank-steak,2025-02-27,11.45,412.09
blade-thin-sliced,2025-02-27,103.67,2590.71
pork-belly-thin-cut,2025-02-27,89.69,1165.07
wagyu-flatiron-thin,2025-02-27,11.86,782.64
tomahawk-steak,2025-02-27,5.0,481.16
tenderloin-steak,2025-02-27,4.22,278.48
brisket-whole-trimmed,2025-02-27,18.02,342.2
eye-of-round-roast,2025-02-27,23.25,464.77
beef-stew-meat,2025-02-27,26.94,457.71
skirt-steak,2025-02-27,9.34,364.17
osso-buco,2025-02-27,6.95,125.03
ground-beef-medium,2025-02-27,158.0,2210.42
pork-chops-bnls,2025-02-27,50.29,753.85
pulled-pork-roast,2025-02-27,25.34,278.49
chuck-roast,2025-02-28,32.78,770.0
striploin-steak-bnls,2025-02-28,43.94,1888.98
ribeye-steak-bnls,2025-02-28,11.68,583.88
short-ribs-simmering,2025-02-28,65.43,2943.7
top-sirloin-steak-cr,2025-02-28,26.31,894.28
flank-steak,2025-02-28,13.16,473.63
blade-thin-sliced,2025-02-28,103.76,2592.96
pork-belly-thin-cut,2025-02-28,77.48,1006.47
wagyu-flatiron-thin,2025-02-28,8.61,568.17
tomahawk-steak,2025-02-28,5.0,481.16
tenderloin-steak,2025-02-28,3.17,209.19
brisket-whole-trimmed,2025-02-28,18.19,345.43
eye-of-round-roast,2025-02-28,25.91,517.94
beef-stew-meat,2025-02-28,37.16,631.35
skirt-steak,2025-02-28,8.25,321.67
osso-buco,2025-02-28,8.41,151.3
ground-beef-medium,2025-02-28,136.71,1912.57
pork-chops-bnls,2025-02-28,52.16,781.88
pulled-pork-roast,2025-02-28,23.31,256.18
chuck-roast,2025-03-01,49.05,1152.18
striploin-steak-bnls,2025-03-01,67.27,2891.94
ribeye-steak-bnls,2025-03-01,21.08,1053.79
short-ribs-simmering,2025-03-01,71.15,3201.04
top-sirloin-steak-cr,2025-03-01,33.12,1125.75
flank-steak,2025-03-01,23.93,861.24
blade-thin-sliced,2025-03-01,162.72,4066.37
pork-belly-thin-cut,2025-03-01,123.65,1606.21
wagyu-flatiron-thin,2025-03-01,15.95,1052.54
