production_date,source_primal,planned_primal_kg,actual_primal_kg,status,shortfall_reason,data_source
2025-01-27,Pork Shoulder,49.53,49.0,completed,,synthetic
2025-01-27,Round,116.4,107.02,completed,,synthetic
2025-01-27,Shank,16.78,17.07,completed,,synthetic
2025-01-27,Striploin Whole,114.31,111.87,completed,,synthetic
2025-01-27,Tenderloin,9.26,5.98,partial,equipment,synthetic
2025-01-27,Top Sirloin Butt,53.07,55.38,completed,,synthetic
2025-01-27,Wagyu Flat Iron,21.48,20.82,completed,,synthetic
2025-01-28,6X6 Frenched,24.04,24.33,completed,,synthetic
2025-01-28,Blade Eyes,335.79,339.34,completed,,synthetic
2025-01-28,Bone-in Ribeye,39.92,22.59,partial,quality_hold,synthetic
2025-01-28,Brisket,41.96,40.64,completed,,synthetic
2025-01-28,Chuck Flat,152.22,156.84,completed,,synthetic
2025-01-28,Chuck Primal,290.73,286.94,completed,,synthetic
2025-01-28,Flank,33.43,0.0,cancelled,stock_short,synthetic
2025-01-28,Plate,25.47,24.63,completed,,synthetic
2025-01-28,Pork Belly,198.13,200.34,completed,,synthetic
2025-01-28,Pork Loin,125.87,129.39,completed,,synthetic
2025-01-28,Pork Shoulder,49.53,24.84,partial,labor_short,synthetic
2025-01-28,Round,116.4,0.0,cancelled,stock_short,synthetic
2025-01-28,Shank,16.78,16.72,completed,,synthetic
2025-01-28,Striploin Whole,114.31,64.22,partial,equipment,synthetic
2025-01-28,Tenderloin,9.26,9.09,completed,,synthetic
2025-01-28,Top Sirloin Butt,53.07,51.8,completed,,synthetic
2025-01-28,Wagyu Flat Iron,21.48,21.55,completed,,synthetic
2025-01-29,6X6 Frenched,24.04,24.66,completed,,synthetic
2025-01-29,Blade Eyes,335.79,343.59,completed,,synthetic
2025-01-29,Bone-in Ribeye,39.92,28.61,partial,labor_short,synthetic
2025-01-29,Brisket,41.96,40.88,completed,,synthetic
2025-01-29,Chuck Flat,152.22,141.19,completed,,synthetic
2025-01-29,Chuck Primal,290.73,297.36,completed,,synthetic
2025-01-29,Flank,33.43,0.0,cancelled,stock_short,synthetic
2025-01-29,Plate,25.47,26.38,completed,,synthetic
2025-01-29,Pork Belly,198.13,200.64,completed,,synthetic
2025-01-29,Pork Loin,125.87,119.64,completed,,synthetic
2025-01-29,Pork Shoulder,49.53,45.32,completed,,synthetic
2025-01-29,Round,116.4,0.0,cancelled,stock_short,synthetic
2025-01-29,Shank,16.78,16.47,completed,,synthetic
2025-01-29,Striploin Whole,114.31,107.09,completed,,synthetic
2025-01-29,Tenderloin,9.26,9.49,completed,,synthetic
2025-01-29,Top Sirloin Butt,53.07,52.12,completed,,synthetic
2025-01-29,Wagyu Flat Iron,21.48,21.84,completed,,synthetic
2025-01-30,6X6 Frenched,24.04,24.54,completed,,synthetic
2025-01-30,Blade Eyes,335.79,263.41,partial,labor_short,synthetic
2025-01-30,Bone-in Ribeye,39.92,38.45,completed,,synthetic
2025-01-30,Brisket,41.96,42.43,completed,,synthetic
2025-01-30,Chuck Flat,152.22,123.83,partial,labor_short,synthetic
2025-01-30,Chuck Primal,290.73,294.87,completed,,synthetic
2025-01-30,Flank,33.43,0.0,cancelled,stock_short,synthetic
2025-01-30,Plate,25.47,25.3,completed,,synthetic
2025-01-30,Pork Belly,198.13,196.96,completed,,synthetic
2025-01-30,Pork Loin,125.87,122.33,completed,,synthetic
2025-01-30,Pork Shoulder,49.53,0.0,cancelled,stock_short,synthetic
2025-01-30,Round,116.4,0.0,cancelled,stock_short,synthetic
2025-01-30,Shank,16.78,17.37,completed,,synthetic
2025-01-30,Striploin Whole,114.31,112.12,completed,,synthetic
2025-01-30,Tenderloin,9.26,9.5,completed,,synthetic
2025-01-30,Top Sirloin Butt,53.07,29.68,partial,labor_short,synthetic
2025-01-30,Wagyu Flat Iron,21.48,21.31,completed,,synthetic
2025-01-31,6X6 Frenched,30.05,18.55,partial,labor_short,synthetic
2025-01-31,Blade Eyes,425.29,422.03,completed,,synthetic
2025-01-31,Bone-in Ribeye,53.23,53.79,completed,,synthetic
2025-01-31,Brisket,57.69,45.03,partial,equipment,synthetic
2025-01-31,Chuck Flat,179.4,181.4,completed,,synthetic
2025-01-31,Chuck Primal,358.57,357.38,completed,,synthetic
2025-01-31,Flank,44.58,44.42,completed,,synthetic
2025-01-31,Plate,35.66,35.22,completed,,synthetic
2025-01-31,Pork Belly,247.66,237.61,completed,,synthetic
2025-01-31,Pork Loin,157.34,164.64,completed,,synthetic
2025-01-31,Pork Shoulder,69.35,68.9,completed,,synthetic
2025-01-31,Round,137.45,108.99,partial,equipment,synthetic
2025-01-31,Shank,24.13,24.47,completed,,synthetic
2025-01-31,Striploin Whole,142.88,140.96,completed,,synthetic
2025-01-31,Tenderloin,15.05,14.95,completed,,synthetic
2025-01-31,Top Sirloin Butt,74.3,70.79,completed,,synthetic
2025-01-31,Wagyu Flat Iron,30.08,31.12,completed,,synthetic
2025-02-01,6X6 Frenched,36.06,35.49,completed,,synthetic
2025-02-01,Blade Eyes,514.78,507.43,completed,,synthetic
2025-02-01,Bone-in Ribeye,66.54,67.19,completed,,synthetic
2025-02-01,Brisket,73.42,72.83,completed,,synthetic
2025-02-01,Chuck Flat,206.59,98.54,partial,equipment,synthetic
2025-02-01,Chuck Primal,426.41,411.08,completed,,synthetic
2025-02-01,Flank,55.72,56.12,completed,,synthetic
2025-02-01,Plate,45.85,46.25,completed,,synthetic
2025-02-01,Pork Belly,297.19,293.2,completed,,synthetic
2025-02-01,Pork Loin,188.81,186.9,completed,,synthetic
2025-02-01,Pork Shoulder,89.16,83.36,completed,,synthetic
2025-02-01,Round,158.5,164.59,completed,,synthetic
2025-02-01,Shank,31.47,25.04,partial,quality_hold,synthetic
2025-02-01,Striploin Whole,171.46,164.04,completed,,synthetic
2025-02-01,Tenderloin,20.84,20.85,completed,,synthetic
2025-02-01,Top Sirloin Butt,95.53,100.79,completed,,synthetic
2025-02-01,Wagyu Flat Iron,38.67,37.98,completed,,synthetic
2025-02-02,6X6 Frenched,30.05,31.48,completed,,synthetic
2025-02-02,Blade Eyes,425.29,426.34,completed,,synthetic
2025-02-02,Bone-in Ribeye,53.23,53.97,completed,,synthetic
2025-02-02,Brisket,57.69,57.75,completed,,synthetic
2025-02-02,Chuck Flat,179.4,177.15,completed,,synthetic
2025-02-02,Chuck Primal,358.57,377.53,completed,,synthetic
2025-02-02,Flank,44.58,42.01,completed,,synthetic
2025-02-02,Plate,35.66,37.09,completed,,synthetic
2025-02-02,Pork Belly,247.66,251.21,completed,,synthetic
2025-02-02,Pork Loin,157.34,164.04,completed,,synthetic
2025-02-02,Pork Shoulder,69.35,69.94,completed,,synthetic
2025-02-02,Round,137.45,135.46,completed,,synthetic
2025-02-02,Shank,24.13,24.54,completed,,synthetic
2025-02-02,Striploin Whole,142.88,131.7,completed,,synthetic
2025-02-02,Tenderloin,15.05,15.0,completed,,synthetic
2025-02-02,Top Sirloin Butt,74.3,75.89,completed,,synthetic
2025-02-02,Wagyu Flat Iron,30.08,27.42,completed,,synthetic
2025-02-03,6X6 Frenched,24.04,23.72,completed,,synthetic
2025-02-03,Blade Eyes,335.79,329.64,completed,,synthetic
2025-02-03,Bone-in Ribeye,39.92,40.52,completed,,synthetic
2025-02-03,Brisket,41.96,42.57,completed,,synthetic
2025-02-03,Chuck Flat,152.22,161.23,completed,,synthetic
2025-02-03,Chuck Primal,290.73,290.06,completed,,synthetic
2025-02-03,Flank,33.43,34.28,completed,,synthetic
2025-02-03,Plate,25.47,26.52,completed,,synthetic
2025-02-03,Pork Belly,198.13,195.7,completed,,synthetic
2025-02-03,Pork Loin,125.87,68.8,partial,quality_hold,synthetic
2025-02-03,Pork Shoulder,49.53,50.15,completed,,synthetic
2025-02-03,Round,116.4,114.15,completed,,synthetic
2025-02-03,Shank,16.78,15.49,completed,,synthetic
2025-02-03,Striploin Whole,114.31,114.18,completed,,synthetic
2025-02-03,Tenderloin,9.26,9.31,completed,,synthetic
2025-02-03,Top Sirloin Butt,53.07,56.11,completed,,synthetic
2025-02-03,Wagyu Flat Iron,21.48,21.9,completed,,synthetic
2025-02-04,6X6 Frenched,24.04,24.5,completed,,synthetic
2025-02-04,Blade Eyes,335.79,346.79,completed,,synthetic
2025-02-04,Bone-in Ribeye,39.92,39.34,completed,,synthetic
2025-02-04,Brisket,41.96,41.6,completed,,synthetic
2025-02-04,Chuck Flat,152.22,152.31,completed,,synthetic
2025-02-04,Chuck Primal,290.73,282.63,completed,,synthetic
2025-02-04,Flank,33.43,16.91,partial,quality_hold,synthetic
2025-02-04,Plate,25.47,25.22,completed,,synthetic
2025-02-04,Pork Belly,198.13,184.11,completed,,synthetic
2025-02-04,Pork Loin,125.87,125.72,completed,,synthetic
2025-02-04,Pork Shoulder,49.53,49.89,completed,,synthetic
2025-02-04,Round,116.4,0.0,cancelled,stock_short,synthetic
2025-02-04,Shank,16.78,17.36,completed,,synthetic
2025-02-04,Striploin Whole,114.31,109.87,completed,,synthetic
2025-02-04,Tenderloin,9.26,9.2,completed,,synthetic
2025-02-04,Top Sirloin Butt,53.07,50.78,completed,,synthetic
2025-02-04,Wagyu Flat Iron,21.48,21.11,completed,,synthetic
2025-02-05,6X6 Frenched,24.04,23.5,completed,,synthetic
2025-02-05,Blade Eyes,335.79,334.39,completed,,synthetic
2025-02-05,Bone-in Ribeye,39.92,17.98,partial,labor_short,synthetic
2025-02-05,Brisket,41.96,41.74,completed,,synthetic
2025-02-05,Chuck Flat,152.22,157.5,completed,,synthetic
2025-02-05,Chuck Primal,290.73,298.3,completed,,synthetic
2025-02-05,Flank,33.43,32.19,completed,,synthetic
2025-02-05,Plate,25.47,25.9,completed,,synthetic
2025-02-05,Pork Belly,198.13,157.56,partial,labor_short,synthetic
2025-02-05,Pork Loin,125.87,129.31,completed,,synthetic
2025-02-05,Pork Shoulder,49.53,47.72,completed,,synthetic
2025-02-05,Round,116.4,0.0,cancelled,stock_short,synthetic
2025-02-05,Shank,16.78,17.33,completed,,synthetic
2025-02-05,Striploin Whole,114.31,118.94,completed,,synthetic
2025-02-05,Tenderloin,9.26,8.89,completed,,synthetic
2025-02-05,Top Sirloin Butt,53.07,34.71,partial,equipment,synthetic
2025-02-05,Wagyu Flat Iron,21.48,21.85,completed,,synthetic
2025-02-06,6X6 Frenched,24.04,24.72,completed,,synthetic
2025-02-06,Blade Eyes,335.79,326.22,completed,,synthetic
2025-02-06,Bone-in Ribeye,39.92,39.33,completed,,synthetic
2025-02-06,Brisket,41.96,39.78,completed,,synthetic
2025-02-06,Chuck Flat,152.22,149.11,completed,,synthetic
2025-02-06,Chuck Primal,290.73,297.86,completed,,synthetic
2025-02-06,Flank,33.43,34.89,completed,,synthetic
2025-02-06,Plate,25.47,24.91,completed,,synthetic
2025-02-06,Pork Belly,198.13,197.17,completed,,synthetic
2025-02-06,Pork Loin,125.87,128.35,completed,,synthetic
2025-02-06,Pork Shoulder,49.53,48.98,completed,,synthetic
2025-02-06,Round,116.4,0.0,cancelled,stock_short,synthetic
2025-02-06,Shank,16.78,16.92,completed,,synthetic
2025-02-06,Striploin Whole,114.31,114.33,completed,,synthetic
2025-02-06,Tenderloin,9.26,9.24,completed,,synthetic
2025-02-06,Top Sirloin Butt,53.07,51.74,completed,,synthetic
2025-02-06,Wagyu Flat Iron,21.48,21.85,completed,,synthetic
2025-02-07,6X6 Frenched,30.05,30.84,completed,,synthetic
2025-02-07,Blade Eyes,425.29,416.89,completed,,synthetic
2025-02-07,Bone-in Ribeye,53.23,53.4,completed,,synthetic
2025-02-07,Brisket,57.69,58.86,completed,,synthetic
2025-02-07,Chuck Flat,179.4,179.65,completed,,synthetic
2025-02-07,Chuck Primal,358.57,353.33,completed,,synthetic
2025-02-07,Flank,44.58,44.33,completed,,synthetic
2025-02-07,Plate,35.66,38.33,completed,,synthetic
2025-02-07,Pork Belly,247.66,252.1,completed,,synthetic
2025-02-07,Pork Loin,157.34,155.97,completed,,synthetic
2025-02-07,Pork Shoulder,69.35,68.8,completed,,synthetic
2025-02-07,Round,137.45,139.32,completed,,synthetic
2025-02-07,Shank,24.13,24.39,completed,,synthetic
2025-02-07,Striploin Whole,142.88,133.42,completed,,synthetic
2025-02-07,Tenderloin,15.05,15.53,completed,,synthetic
2025-02-07,Top Sirloin Butt,74.3,73.18,completed,,synthetic
2025-02-07,Wagyu Flat Iron,30.08,30.72,completed,,synthetic
2025-02-08,6X6 Frenched,36.06,36.33,completed,,synthetic
2025-02-08,Blade Eyes,514.78,495.59,completed,,synthetic
2025-02-08,Bone-in Ribeye,66.54,63.62,completed,,synthetic
2025-02-08,Brisket,73.42,72.61,completed,,synthetic
2025-02-08,Chuck Flat,206.59,195.11,completed,,synthetic
2025-02-08,Chuck Primal,426.41,417.12,completed,,synthetic
2025-02-08,Flank,55.72,53.69,completed,,synthetic
2025-02-08,Plate,45.85,0.0,cancelled,stock_short,synthetic
2025-02-08,Pork Belly,297.19,307.13,completed,,synthetic
2025-02-08,Pork Loin,188.81,183.6,completed,,synthetic
2025-02-08,Pork Shoulder,89.16,90.64,completed,,synthetic
2025-02-08,Round,158.5,163.28,completed,,synthetic
2025-02-08,Shank,31.47,31.77,completed,,synthetic
2025-02-08,Striploin Whole,171.46,173.81,completed,,synthetic
2025-02-08,Tenderloin,20.84,21.03,completed,,synthetic
2025-02-08,Top Sirloin Butt,95.53,94.62,completed,,synthetic
2025-02-08,Wagyu Flat Iron,38.67,39.01,completed,,synthetic
2025-02-09,6X6 Frenched,30.05,31.16,completed,,synthetic
2025-02-09,Blade Eyes,425.29,422.6,completed,,synthetic
2025-02-09,Bone-in Ribeye,53.23,51.88,completed,,synthetic
2025-02-09,Brisket,57.69,59.64,completed,,synthetic
2025-02-09,Chuck Flat,179.4,185.4,completed,,synthetic
2025-02-09,Chuck Primal,358.57,368.96,completed,,synthetic
2025-02-09,Flank,44.58,42.71,completed,,synthetic
2025-02-09,Plate,35.66,0.0,cancelled,stock_short,synthetic
2025-02-09,Pork Belly,247.66,240.78,completed,,synthetic
2025-02-09,Pork Loin,157.34,78.22,partial,labor_short,synthetic
2025-02-09,Pork Shoulder,69.35,72.18,completed,,synthetic
2025-02-09,Round,137.45,128.38,completed,,synthetic
2025-02-09,Shank,24.13,23.52,completed,,synthetic
2025-02-09,Striploin Whole,142.88,141.59,completed,,synthetic
2025-02-09,Tenderloin,15.05,14.63,completed,,synthetic
2025-02-09,Top Sirloin Butt,74.3,72.17,completed,,synthetic
2025-02-09,Wagyu Flat Iron,30.08,30.21,completed,,synthetic
2025-02-10,6X6 Frenched,24.04,23.78,completed,,synthetic
2025-02-10,Blade Eyes,335.79,327.33,completed,,synthetic
2025-02-10,Bone-in Ribeye,39.92,40.81,completed,,synthetic
2025-02-10,Brisket,41.96,41.68,completed,,synthetic
2025-02-10,Chuck Flat,152.22,73.38,partial,labor_short,synthetic
2025-02-10,Chuck Primal,290.73,289.2,completed,,synthetic
2025-02-10,Flank,33.43,32.54,completed,,synthetic
2025-02-10,Plate,25.47,25.22,completed,,synthetic
2025-02-10,Pork Belly,198.13,196.82,completed,,synthetic
2025-02-10,Pork Loin,125.87,130.2,completed,,synthetic
2025-02-10,Pork Shoulder,49.53,49.99,completed,,synthetic
2025-02-10,Round,116.4,120.43,completed,,synthetic
2025-02-10,Shank,16.78,15.49,completed,,synthetic
2025-02-10,Striploin Whole,114.31,105.81,completed,,synthetic
2025-02-10,Tenderloin,9.26,9.5,completed,,synthetic
2025-02-10,Top Sirloin Butt,53.07,53.13,completed,,synthetic
2025-02-10,Wagyu Flat Iron,21.48,21.12,completed,,synthetic
2025-02-11,6X6 Frenched,24.04,22.85,completed,,synthetic
2025-02-11,Blade Eyes,335.79,173.62,partial,quality_hold,synthetic
2025-02-11,Bone-in Ribeye,39.92,39.48,completed,,synthetic
2025-02-11,Brisket,41.96,40.22,completed,,synthetic
2025-02-11,Chuck Flat,152.22,143.55,completed,,synthetic
2025-02-11,Chuck Primal,290.73,295.25,completed,,synthetic
2025-02-11,Flank,33.43,32.5,completed,,synthetic
2025-02-11,Plate,25.47,26.21,completed,,synthetic
2025-02-11,Pork Belly,198.13,191.52,completed,,synthetic
2025-02-11,Pork Loin,125.87,130.62,completed,,synthetic
2025-02-11,Pork Shoulder,49.53,50.68,completed,,synthetic
2025-02-11,Round,116.4,115.59,completed,,synthetic
2025-02-11,Shank,16.78,17.77,completed,,synthetic
2025-02-11,Striploin Whole,114.31,107.67,completed,,synthetic
2025-02-11,Tenderloin,9.26,9.12,completed,,synthetic
2025-02-11,Top Sirloin Butt,53.07,53.66,completed,,synthetic
2025-02-11,Wagyu Flat Iron,21.48,22.6,completed,,synthetic
2025-02-12,6X6 Frenched,24.04,15.64,partial,labor_short,synthetic
2025-02-12,Blade Eyes,335.79,339.02,completed,,synthetic
2025-02-12,Bone-in Ribeye,39.92,23.29,partial,quality_hold,synthetic
2025-02-12,Brisket,41.96,42.85,completed,,synthetic
2025-02-12,Chuck Flat,152.22,152.11,completed,,synthetic
2025-02-12,Chuck Primal,290.73,288.43,completed,,synthetic
2025-02-12,Flank,33.43,31.89,completed,,synthetic
2025-02-12,Plate,25.47,24.82,completed,,synthetic
2025-02-12,Pork Belly,198.13,189.03,completed,,synthetic
2025-02-12,Pork Loin,125.87,123.63,completed,,synthetic
2025-02-12,Pork Shoulder,49.53,52.01,completed,,synthetic
2025-02-12,Round,116.4,56.23,partial,quality_hold,synthetic
2025-02-12,Shank,16.78,17.04,completed,,synthetic
2025-02-12,Striploin Whole,114.31,116.97,completed,,synthetic
2025-02-12,Tenderloin,9.26,6.82,partial,equipment,synthetic
2025-02-12,Top Sirloin Butt,53.07,50.63,completed,,synthetic
2025-02-12,Wagyu Flat Iron,21.48,14.37,partial,quality_hold,synthetic
2025-02-13,6X6 Frenched,32.46,33.36,completed,,synthetic
2025-02-13,Blade Eyes,453.32,447.17,completed,,synthetic
2025-02-13,Bone-in Ribeye,53.89,52.43,completed,,synthetic
2025-02-13,Brisket,56.64,56.31,completed,,synthetic
2025-02-13,Chuck Flat,205.5,100.5,partial,quality_hold,synthetic
2025-02-13,Chuck Primal,392.49,381.45,completed,,synthetic
2025-02-13,Flank,45.14,42.9,completed,,synthetic
2025-02-13,Plate,34.39,16.74,partial,labor_short,synthetic
2025-02-13,Pork Belly,267.47,265.97,completed,,synthetic
2025-02-13,Pork Loin,169.92,163.04,completed,,synthetic
2025-02-13,Pork Shoulder,66.87,40.32,partial,quality_hold,synthetic
2025-02-13,Round,157.14,153.26,completed,,synthetic
2025-02-13,Shank,22.66,23.84,completed,,synthetic
2025-02-13,Striploin Whole,154.31,144.44,completed,,synthetic
2025-02-13,Tenderloin,12.51,12.87,completed,,synthetic
2025-02-13,Top Sirloin Butt,71.64,70.85,completed,,synthetic
2025-02-13,Wagyu Flat Iron,29.0,30.3,completed,,synthetic
2025-02-14,6X6 Frenched,51.09,49.35,completed,,synthetic
2025-02-14,Blade Eyes,722.99,677.04,completed,,synthetic
2025-02-14,Bone-in Ribeye,90.49,92.92,completed,,synthetic
2025-02-14,Brisket,98.07,97.96,completed,,synthetic
2025-02-14,Chuck Flat,304.99,305.69,completed,,synthetic
2025-02-14,Chuck Primal,609.57,616.12,completed,,synthetic
2025-02-14,Flank,75.78,75.17,completed,,synthetic
2025-02-14,Plate,60.63,63.11,completed,,synthetic
2025-02-14,Pork Belly,421.02,410.54,completed,,synthetic
2025-02-14,Pork Loin,267.47,124.58,partial,labor_short,synthetic
2025-02-14,Pork Shoulder,117.89,118.59,completed,,synthetic
2025-02-14,Round,233.67,239.43,completed,,synthetic
2025-02-14,Shank,41.01,41.82,completed,,synthetic
2025-02-14,Striploin Whole,242.9,0.0,cancelled,stock_short,synthetic
2025-02-14,Tenderloin,25.59,26.35,completed,,synthetic
2025-02-14,Top Sirloin Butt,126.31,123.84,completed,,synthetic
2025-02-14,Wagyu Flat Iron,51.13,50.96,completed,,synthetic
2025-02-15,6X6 Frenched,61.31,64.03,completed,,synthetic
2025-02-15,Blade Eyes,875.13,886.6,completed,,synthetic
2025-02-15,Bone-in Ribeye,113.11,115.25,completed,,synthetic
2025-02-15,Brisket,124.82,126.55,completed,,synthetic
2025-02-15,Chuck Flat,351.2,358.62,completed,,synthetic
2025-02-15,Chuck Primal,724.89,731.12,completed,,synthetic
2025-02-15,Flank,94.73,96.14,completed,,synthetic
2025-02-15,Plate,77.95,78.45,completed,,synthetic
2025-02-15,Pork Belly,505.23,514.31,completed,,synthetic
2025-02-15,Pork Loin,320.97,321.63,completed,,synthetic
2025-02-15,Pork Shoulder,151.57,154.23,completed,,synthetic
2025-02-15,Round,269.46,279.02,completed,,synthetic
2025-02-15,Shank,53.49,54.18,completed,,synthetic
2025-02-15,Striploin Whole,291.48,0.0,cancelled,stock_short,synthetic
2025-02-15,Tenderloin,35.43,36.84,completed,,synthetic
2025-02-15,Top Sirloin Butt,162.4,169.43,completed,,synthetic
2025-02-15,Wagyu Flat Iron,65.74,54.61,partial,quality_hold,synthetic
2025-02-16,6X6 Frenched,30.65,0.0,cancelled,stock_short,synthetic
2025-02-16,Blade Eyes,437.56,0.0,cancelled,stock_short,synthetic
2025-02-16,Bone-in Ribeye,56.56,57.26,completed,,synthetic
2025-02-16,Brisket,62.41,59.91,completed,,synthetic
2025-02-16,Chuck Flat,175.6,88.38,partial,equipment,synthetic
2025-02-16,Chuck Primal,362.45,367.06,completed,,synthetic
2025-02-16,Flank,47.37,48.28,completed,,synthetic
2025-02-16,Plate,38.97,0.0,cancelled,stock_short,synthetic
2025-02-16,Pork Belly,252.61,0.0,cancelled,stock_short,synthetic
2025-02-16,Pork Loin,160.48,161.41,completed,,synthetic
2025-02-16,Pork Shoulder,75.78,75.68,completed,,synthetic
2025-02-16,Round,134.73,0.0,cancelled,stock_short,synthetic
2025-02-16,Shank,26.75,27.53,completed,,synthetic
2025-02-16,Striploin Whole,145.74,0.0,cancelled,stock_short,synthetic
2025-02-16,Tenderloin,17.72,18.7,completed,,synthetic
2025-02-16,Top Sirloin Butt,81.2,82.6,completed,,synthetic
2025-02-16,Wagyu Flat Iron,32.87,0.0,cancelled,stock_short,synthetic
2025-02-18,6X6 Frenched,24.04,23.97,completed,,synthetic
2025-02-18,Blade Eyes,335.79,317.54,completed,,synthetic
2025-02-18,Bone-in Ribeye,39.92,40.17,completed,,synthetic
2025-02-18,Brisket,41.96,41.08,completed,,synthetic
2025-02-18,Chuck Flat,152.22,156.33,completed,,synthetic
2025-02-18,Chuck Primal,290.73,293.39,completed,,synthetic
2025-02-18,Flank,33.43,32.77,completed,,synthetic
