schedule_date,source_primal,planned_primal_kg,status,priority,notes
2025-01-27,Flank,33.43,completed,low,today + next-day buffer
2025-01-27,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-01-27,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-01-27,Pork Belly,198.13,completed,high,today + next-day buffer
2025-01-27,Tenderloin,9.26,partial,low,today + next-day buffer
2025-01-27,Chuck Primal,290.73,cancelled,high,today + next-day buffer
2025-01-27,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-01-27,Plate,25.47,completed,low,today + next-day buffer
2025-01-27,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-01-27,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-01-27,Round,116.4,completed,normal,today + next-day buffer
2025-01-27,Pork Loin,125.87,completed,high,today + next-day buffer
2025-01-27,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-01-27,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-01-27,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-01-27,Shank,16.78,completed,low,today + next-day buffer
2025-01-27,Brisket,41.96,completed,normal,today + next-day buffer
2025-01-28,Flank,33.43,cancelled,low,today + next-day buffer
2025-01-28,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-01-28,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-01-28,Pork Belly,198.13,completed,high,today + next-day buffer
2025-01-28,Tenderloin,9.26,completed,low,today + next-day buffer
2025-01-28,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-01-28,Striploin Whole,114.31,partial,normal,today + next-day buffer
2025-01-28,Plate,25.47,completed,low,today + next-day buffer
2025-01-28,Pork Shoulder,49.53,partial,normal,today + next-day buffer
2025-01-28,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-01-28,Round,116.4,cancelled,normal,today + next-day buffer
2025-01-28,Pork Loin,125.87,completed,high,today + next-day buffer
2025-01-28,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-01-28,Bone-in Ribeye,39.92,partial,normal,today + next-day buffer
2025-01-28,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-01-28,Shank,16.78,completed,low,today + next-day buffer
2025-01-28,Brisket,41.96,completed,normal,today + next-day buffer
2025-01-29,Flank,33.43,cancelled,low,today + next-day buffer
2025-01-29,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-01-29,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-01-29,Pork Belly,198.13,completed,high,today + next-day buffer
2025-01-29,Tenderloin,9.26,completed,low,today + next-day buffer
2025-01-29,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-01-29,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-01-29,Plate,25.47,completed,low,today + next-day buffer
2025-01-29,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-01-29,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-01-29,Round,116.4,cancelled,normal,today + next-day buffer
2025-01-29,Pork Loin,125.87,completed,high,today + next-day buffer
2025-01-29,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-01-29,Bone-in Ribeye,39.92,partial,normal,today + next-day buffer
2025-01-29,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-01-29,Shank,16.78,completed,low,today + next-day buffer
2025-01-29,Brisket,41.96,completed,normal,today + next-day buffer
2025-01-30,Flank,33.43,cancelled,low,today + next-day buffer
2025-01-30,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-01-30,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-01-30,Pork Belly,198.13,completed,high,today + next-day buffer
2025-01-30,Tenderloin,9.26,completed,low,today + next-day buffer
2025-01-30,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-01-30,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-01-30,Plate,25.47,completed,low,today + next-day buffer
2025-01-30,Pork Shoulder,49.53,cancelled,normal,today + next-day buffer
2025-01-30,Chuck Flat,152.22,partial,high,today + next-day buffer
2025-01-30,Round,116.4,cancelled,normal,today + next-day buffer
2025-01-30,Pork Loin,125.87,completed,high,today + next-day buffer
2025-01-30,Blade Eyes,335.79,partial,high,today + next-day buffer
2025-01-30,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-01-30,Top Sirloin Butt,53.07,partial,normal,today + next-day buffer
2025-01-30,Shank,16.78,completed,low,today + next-day buffer
2025-01-30,Brisket,41.96,completed,normal,today + next-day buffer
2025-01-31,Flank,44.58,completed,low,today + next-day buffer
2025-01-31,6X6 Frenched,30.05,partial,low,today + next-day buffer
2025-01-31,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-01-31,Pork Belly,247.66,completed,high,today + next-day buffer
2025-01-31,Tenderloin,15.05,completed,low,today + next-day buffer
2025-01-31,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-01-31,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-01-31,Plate,35.66,completed,low,today + next-day buffer
2025-01-31,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-01-31,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-01-31,Round,137.45,partial,normal,today + next-day buffer
2025-01-31,Pork Loin,157.34,completed,high,today + next-day buffer
2025-01-31,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-01-31,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-01-31,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-01-31,Shank,24.13,completed,low,today + next-day buffer
2025-01-31,Brisket,57.69,partial,normal,today + next-day buffer
2025-02-01,Flank,55.72,completed,low,today + next-day buffer
2025-02-01,6X6 Frenched,36.06,completed,low,today + next-day buffer
2025-02-01,Wagyu Flat Iron,38.67,completed,low,today + next-day buffer
2025-02-01,Pork Belly,297.19,completed,high,today + next-day buffer
2025-02-01,Tenderloin,20.84,completed,low,today + next-day buffer
2025-02-01,Chuck Primal,426.41,completed,high,today + next-day buffer
2025-02-01,Striploin Whole,171.46,completed,normal,today + next-day buffer
2025-02-01,Plate,45.85,completed,low,today + next-day buffer
2025-02-01,Pork Shoulder,89.16,completed,normal,today + next-day buffer
2025-02-01,Chuck Flat,206.59,partial,high,today + next-day buffer
2025-02-01,Round,158.5,completed,normal,today + next-day buffer
2025-02-01,Pork Loin,188.81,completed,high,today + next-day buffer
2025-02-01,Blade Eyes,514.78,completed,high,today + next-day buffer
2025-02-01,Bone-in Ribeye,66.54,completed,normal,today + next-day buffer
2025-02-01,Top Sirloin Butt,95.53,completed,normal,today + next-day buffer
2025-02-01,Shank,31.47,partial,low,today + next-day buffer
2025-02-01,Brisket,73.42,completed,normal,today + next-day buffer
2025-02-02,Flank,44.58,completed,low,today + next-day buffer
2025-02-02,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-02-02,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-02-02,Pork Belly,247.66,completed,high,today + next-day buffer
2025-02-02,Tenderloin,15.05,completed,low,today + next-day buffer
2025-02-02,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-02-02,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-02-02,Plate,35.66,completed,low,today + next-day buffer
2025-02-02,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-02-02,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-02-02,Round,137.45,completed,normal,today + next-day buffer
2025-02-02,Pork Loin,157.34,completed,high,today + next-day buffer
2025-02-02,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-02-02,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-02-02,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-02-02,Shank,24.13,completed,low,today + next-day buffer
2025-02-02,Brisket,57.69,completed,normal,today + next-day buffer
2025-02-03,Flank,33.43,completed,low,today + next-day buffer
2025-02-03,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-02-03,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-02-03,Pork Belly,198.13,completed,high,today + next-day buffer
2025-02-03,Tenderloin,9.26,completed,low,today + next-day buffer
2025-02-03,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-02-03,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-02-03,Plate,25.47,completed,low,today + next-day buffer
2025-02-03,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-02-03,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-02-03,Round,116.4,completed,normal,today + next-day buffer
2025-02-03,Pork Loin,125.87,partial,high,today + next-day buffer
2025-02-03,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-02-03,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-02-03,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-02-03,Shank,16.78,completed,low,today + next-day buffer
2025-02-03,Brisket,41.96,completed,normal,today + next-day buffer
2025-02-04,Flank,33.43,partial,low,today + next-day buffer
2025-02-04,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-02-04,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-02-04,Pork Belly,198.13,completed,high,today + next-day buffer
2025-02-04,Tenderloin,9.26,completed,low,today + next-day buffer
2025-02-04,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-02-04,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-02-04,Plate,25.47,completed,low,today + next-day buffer
2025-02-04,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-02-04,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-02-04,Round,116.4,cancelled,normal,today + next-day buffer
2025-02-04,Pork Loin,125.87,completed,high,today + next-day buffer
2025-02-04,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-02-04,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-02-04,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-02-04,Shank,16.78,completed,low,today + next-day buffer
2025-02-04,Brisket,41.96,completed,normal,today + next-day buffer
2025-02-05,Flank,33.43,completed,low,today + next-day buffer
2025-02-05,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-02-05,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-02-05,Pork Belly,198.13,partial,high,today + next-day buffer
2025-02-05,Tenderloin,9.26,completed,low,today + next-day buffer
2025-02-05,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-02-05,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-02-05,Plate,25.47,completed,low,today + next-day buffer
2025-02-05,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-02-05,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-02-05,Round,116.4,cancelled,normal,today + next-day buffer
2025-02-05,Pork Loin,125.87,completed,high,today + next-day buffer
2025-02-05,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-02-05,Bone-in Ribeye,39.92,partial,normal,today + next-day buffer
2025-02-05,Top Sirloin Butt,53.07,partial,normal,today + next-day buffer
2025-02-05,Shank,16.78,completed,low,today + next-day buffer
2025-02-05,Brisket,41.96,completed,normal,today + next-day buffer
2025-02-06,Flank,33.43,completed,low,today + next-day buffer
2025-02-06,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-02-06,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-02-06,Pork Belly,198.13,completed,high,today + next-day buffer
2025-02-06,Tenderloin,9.26,completed,low,today + next-day buffer
2025-02-06,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-02-06,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-02-06,Plate,25.47,completed,low,today + next-day buffer
2025-02-06,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-02-06,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-02-06,Round,116.4,cancelled,normal,today + next-day buffer
2025-02-06,Pork Loin,125.87,completed,high,today + next-day buffer
2025-02-06,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-02-06,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-02-06,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-02-06,Shank,16.78,completed,low,today + next-day buffer
2025-02-06,Brisket,41.96,completed,normal,today + next-day buffer
2025-02-07,Flank,44.58,completed,low,today + next-day buffer
2025-02-07,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-02-07,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-02-07,Pork Belly,247.66,completed,high,today + next-day buffer
2025-02-07,Tenderloin,15.05,completed,low,today + next-day buffer
2025-02-07,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-02-07,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-02-07,Plate,35.66,completed,low,today + next-day buffer
2025-02-07,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-02-07,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-02-07,Round,137.45,completed,normal,today + next-day buffer
2025-02-07,Pork Loin,157.34,completed,high,today + next-day buffer
2025-02-07,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-02-07,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-02-07,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-02-07,Shank,24.13,completed,low,today + next-day buffer
2025-02-07,Brisket,57.69,completed,normal,today + next-day buffer
2025-02-08,Flank,55.72,completed,low,today + next-day buffer
2025-02-08,6X6 Frenched,36.06,completed,low,today + next-day buffer
2025-02-08,Wagyu Flat Iron,38.67,completed,low,today + next-day buffer
2025-02-08,Pork Belly,297.19,completed,high,today + next-day buffer
2025-02-08,Tenderloin,20.84,completed,low,today + next-day buffer
2025-02-08,Chuck Primal,426.41,completed,high,today + next-day buffer
2025-02-08,Striploin Whole,171.46,completed,normal,today + next-day buffer
2025-02-08,Plate,45.85,cancelled,low,today + next-day buffer
2025-02-08,Pork Shoulder,89.16,completed,normal,today + next-day buffer
2025-02-08,Chuck Flat,206.59,completed,high,today + next-day buffer
2025-02-08,Round,158.5,completed,normal,today + next-day buffer
2025-02-08,Pork Loin,188.81,completed,high,today + next-day buffer
2025-02-08,Blade Eyes,514.78,completed,high,today + next-day buffer
2025-02-08,Bone-in Ribeye,66.54,completed,normal,today + next-day buffer
2025-02-08,Top Sirloin Butt,95.53,completed,normal,today + next-day buffer
2025-02-08,Shank,31.47,completed,low,today + next-day buffer
2025-02-08,Brisket,73.42,completed,normal,today + next-day buffer
2025-02-09,Flank,44.58,completed,low,today + next-day buffer
2025-02-09,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-02-09,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-02-09,Pork Belly,247.66,completed,high,today + next-day buffer
2025-02-09,Tenderloin,15.05,completed,low,today + next-day buffer
2025-02-09,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-02-09,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-02-09,Plate,35.66,cancelled,low,today + next-day buffer
2025-02-09,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-02-09,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-02-09,Round,137.45,completed,normal,today + next-day buffer
2025-02-09,Pork Loin,157.34,partial,high,today + next-day buffer
2025-02-09,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-02-09,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-02-09,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-02-09,Shank,24.13,completed,low,today + next-day buffer
2025-02-09,Brisket,57.69,completed,normal,today + next-day buffer
2025-02-10,Flank,33.43,completed,low,today + next-day buffer
2025-02-10,6X6 Frenched,24.04,completed,low,today + next-day buffer
